gene_idx	gene_name	category	n_train_flipped	cutoff_99th
1267	FEOBHI_01585 Catechol-2,3-dioxygenase	other	1545	5.802207012176511
1268	FEOBHI_02000 3',5'-cyclic AMP phosphodiesterase CpdA	other	1749	7.286321716308588
1269	FEOBHI_03075 Energy-coupling factor transporter transmembrane protein EcfT	other	1638	4.065033774375915
1270	FEOBHI_03690 Shikimate dehydrogenase (NADP(+))	other	1647	3.9708661222457864
1271	FEOBHI_05845 RNA-binding protein YlmH, contains S4-like domain	other	1821	9.599844169616699
1272	FEOBHI_07720 ECF-type transporter transmembrane protein EcfT	other	1656	4.81703326702118
1273	FEOBHI_08080 protease adaptor protein YjbH	other	1575	4.6712997531890865
1274	FEOBHI_03065 energy-coupling factor transporter ATPase	other	1680	5.546620345115662
1275	FEOBHI_08055 NAD kinase	other	1602	3.6148870038986205
1276	FEOBHI_08610 monofunctional peptidoglycan glycosyltransferase SgtB	other	1698	4.242061610221862
1277	FEOBHI_10500 diadenylate cyclase CdaA	other	1707	3.3428456068038943
1278	FEOBHI_12515 IS3 family transposase	other	1539	7.732986898422232
1279	FEOBHI_13210 VOC domain-containing protein	other	1716	5.744047689437861
1280	FEOBHI_06940 teichoic acids export ABC transporter permease subunit TagG	resistance	1749	3.580487260818481
1281	FEOBHI_09915 ADP-dependent (S)-NAD(P)H-hydrate dehydratase	other	1608	4.140065145492555
1282	FEOBHI_01340 phosphonate ABC transporter, permease protein PhnE	resistance	1656	6.804905295372013
1283	FEOBHI_01870 Metal-staphylopine import system ATP-binding protein CntD	other	1719	3.090164875984192
1284	FEOBHI_03135 Uncharacterized hydrolase SAOUHSC_02465	other	1404	6.578702988624576
1285	FEOBHI_03370 ABC-type transport system involved in cytochrome c biogenesis, permease component	resistance	1551	4.553540468215942
1286	FEOBHI_04140 pyrroline-5-carboxylate reductase	other	1686	4.995072317123417
1287	FEOBHI_06045 succinate dehydrogenase iron-sulfur subunit	iron_fes	1551	5.273531913757324
1288	FEOBHI_10915 tandem-type lipoprotein Lpl8	other	1656	7.598134064674383
1289	FEOBHI_10925 tandem-type lipoprotein Lpl10	other	1605	6.3283380889892635
1290	FEOBHI_11975 Lysophospholipase	other	1587	6.2680505275726315
1291	FEOBHI_01845 D-histidine (S)-2-aminobutanoyltransferase CntL	other	1704	4.442276358604431
1292	FEOBHI_03850 Putative pyruvate, phosphate dikinase regulatory protein	other	1647	5.1530139827728245
1293	FEOBHI_05305 Glycerol uptake facilitator or related aquaporin (Major Intrinsic protein Family)	other	1662	4.724479398727412
1294	FEOBHI_08605 recombination regulator RecX	other	1656	5.018361592292786
1295	FEOBHI_09705 ATP phosphoribosyltransferase regulatory subunit	other	1611	9.462979888916035
1296	FEOBHI_10665 3-methyl-2-oxobutanoate hydroxymethyltransferase	other	1650	3.395363936424255
1297	FEOBHI_01840 histidine racemase CntK	other	1590	4.7841273355484
1298	FEOBHI_07865 1,4-dihydroxy-2-naphthoyl-CoA synthase	other	1758	3.44893986940384
1299	FEOBHI_08805 nicotinate phosphoribosyltransferase	other	1656	3.4380151391029363
1300	FEOBHI_10770 DUF2867 domain-containing protein	other	1608	7.265053348541268
1301	FEOBHI_12180 Pseudouridine synthase RluA, 23S rRNA- or tRNA-specific	core	1554	4.464356908798218
1302	FEOBHI_04485 Phage tail family protein	phage	1569	8.472959251403806
1303	FEOBHI_08230 Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases	other	1560	5.249453282356267
1304	FEOBHI_09250 sphingomyelin phosphodiesterase	other	1575	6.671789264678953
1305	FEOBHI_11625 pur operon repressor	other	1584	5.345426011085511
1306	FEOBHI_05390 ACT domain protein	other	1653	3.5843414783477785
1307	FEOBHI_06245 Archaeal fructose-1,6-bisphosphatase or related enzyme, inositol monophosphatase family	other	1665	6.056410274505605
1308	FEOBHI_12925 Lysophospholipase, alpha-beta hydrolase superfamily	other	1746	5.26000063419342
1309	FEOBHI_03995 Octanoyltransferase LipM	other	1494	3.5922379589080795
1310	FEOBHI_04865 Nickel import system permease protein NikC	resistance	1698	6.4305660724639875
1311	FEOBHI_07350 Putative pyridoxine kinase	other	1602	6.004526200294495
1312	FEOBHI_10745 Uncharacterized hydrolase SAR2661	other	1752	6.664087619781495
1313	FEOBHI_02940 50S ribosomal protein L2	core	1701	3.6837055683135986
1314	FEOBHI_06905 DUF161 DUF2179 domains-containing protein	other	1704	5.391449446678164
1315	FEOBHI_09720 ECF-type transporter transmembrane protein EcfT	other	1791	7.45919137001037
1316	FEOBHI_02715 Urease accessory protein UreD	other	1689	4.984877815246581
1317	FEOBHI_07305 Octanoyl-[GcvH]:protein N-octanoyltransferase	other	1701	3.0951035022735596
1318	FEOBHI_08590 Membrane protein	other	1698	5.251966581344603
1319	FEOBHI_10280 peptide chain release factor N(5)-glutamine methyltransferase	other	1641	3.5864478588104247
1320	FEOBHI_00975 ABC-type maltose transport system, permease component MalG	resistance	1494	4.723157668113705
1321	FEOBHI_06360 putative autolysin LDP	phage	1686	6.2562994718551685
1322	FEOBHI_09855 Chromosome segregation protein Spo0J, contains ParB-like nuclease domain	other	1641	3.6837488651275603
1323	FEOBHI_13270 fatty acid kinase binding subunit FakB2	other	1584	4.470594539642336
1324	FEOBHI_11660 16S rRNA (cytidine(1402)-2'-O)-methyltransferase	core	1617	4.690616664886472
1325	FEOBHI_13350 prolipoprotein diacylglyceryl transferase	other	1626	3.5843775868415833
1326	FEOBHI_00275 ABC-type multidrug transport system, ATPase component	other	1683	5.401748504638673
1327	FEOBHI_01045 SepS16A	other	1719	6.592657442092895
1328	FEOBHI_03435 rod shape-determining protein MreC	resistance	1755	6.0955181694030856
1329	FEOBHI_08870 DUF4097 domain-containing protein	other	1683	6.144472141265903
1330	FEOBHI_11010 dipeptide ABC transporter glycylmethionine-binding lipoprotein	other	1605	5.269067459106448
1331	FEOBHI_11745 Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II	resistance	1812	6.469745764732357
1332	FEOBHI_00055 DUF2867 domain-containing protein	other	1668	7.145906691551203
1333	FEOBHI_00230 Chromosome segregation protein Spo0J, contains ParB-like nuclease domain	other	1590	4.39074493408203
1334	FEOBHI_04210 Lipoprotein	other	1683	6.416920833587653
1335	FEOBHI_09270 Class I SAM-dependent methyltransferase	other	1770	9.24099171638488
1336	FEOBHI_12300 penicillin-hydrolyzing class A beta-lactamase BlaZ	resistance	1653	6.850869750976563
1337	FEOBHI_13380 type I restriction-modification system subunit M	resistance	1695	7.656439838409422
1338	FEOBHI_09735 Stereoselective (R,S)-S-adenosylmethionine hydrolase (adenosine-forming)	other	1626	7.024112343788147
1339	FEOBHI_11630 4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	other	1656	7.5800974845886255
1340	FEOBHI_11760 D-amino-acid transaminase	other	1644	6.880753927230833
1341	FEOBHI_01975 Nucleoside-diphosphate-sugar epimerase	other	1524	7.619436445236203
1342	FEOBHI_04840 phosphate ABC transporter ATP-binding protein PstB	other	1686	4.7637782812118585
1343	FEOBHI_04975 Protein GlcT	other	1638	6.411376204490656
1344	FEOBHI_08520 DUF368 domain-containing protein	other	1584	4.435276951789857
1345	FEOBHI_10670 pantoate--beta-alanine ligase	other	1653	4.032732105255129
1346	FEOBHI_12475 IS3 family transposase ORF B	other	1617	7.923489799499499
1347	FEOBHI_03140 Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contains LysM domain	core	1791	7.479672193527215
1348	FEOBHI_05130 NERD domain-containing protein	other	1602	7.0175199794769405
1349	FEOBHI_08050 Pseudouridine synthase RluA, 23S rRNA- or tRNA-specific	core	1740	6.708430156707761
1350	FEOBHI_12875 Beta- N-acetylglucosaminidase	other	1641	3.832244348525999
1351	FEOBHI_10445 Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases	other	1707	6.447340354919437
1352	FEOBHI_11110 acetyl-CoA carboxylase, carboxyltransferase subunit beta	other	1635	3.4345234537124636
1353	FEOBHI_11725 UPF0354 protein SAOUHSC_01859	other	1809	3.8791908740997316
1354	FEOBHI_03070 energy-coupling factor transporter ATPase	other	1554	5.559695649147043
1355	FEOBHI_10320 fructose-bisphosphate aldolase	other	1830	4.715055861473084
1356	FEOBHI_10660 oxidoreductase	other	1698	4.0104499149322494
1357	FEOBHI_12095 HTH-type transcriptional regulator GltR	other	1719	7.261141223907469
1358	FEOBHI_02895 putative glucose uptake protein GlcU	other	1635	5.050339422225952
1359	FEOBHI_10835 4,4'-diapophytoene synthase	other	1617	7.384712982177732
1360	FEOBHI_11905 DNA-binding transcriptional regulator, LysR family	other	1701	5.3368425369262695
1361	FEOBHI_01695 UTP--glucose-1-phosphate uridylyltransferase GalU	other	1686	4.408540749549867
1362	FEOBHI_04125 AraC-type DNA-binding domain and AraC-containing proteins	other	1728	4.0719372844696045
1363	FEOBHI_05345 Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, beta subunit	other	1584	5.206032228469861
1364	FEOBHI_06390 fatty acid kinase binding subunit FakB1	other	1575	5.8162758445739735
1365	FEOBHI_06770 DNA-binding transcriptional regulator, LysR family	other	1710	4.663311314582825
1366	FEOBHI_10215 ATP synthase F1 subunit gamma	core	1629	3.8458038902282716
1367	FEOBHI_10710 putative ketoamine kinase SAOUHSC_02908	other	1596	7.118868899345389
1368	FEOBHI_01865 Metal-staphylopine import system permease protein CntC	resistance	1713	3.488485136032104
1369	FEOBHI_11315 Epimerase family protein MW0731	other	1623	11.511558532714844
1370	FEOBHI_07450 Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases	other	1614	5.961197123527523
1371	FEOBHI_08210 DNA-binding transcriptional regulator, LysR family	other	1713	10.475784835815418
1372	FEOBHI_12030 TIGR04141 family sporadically distributed protein	other	1593	6.667281875610347
1373	FEOBHI_05550 DNA-processing protein DprA	other	1689	9.907197074890126
1374	FEOBHI_08895 phenol-soluble modulin export ABC transporter ATP-binding protein PmtC	other	1638	5.1541983604431145
1375	FEOBHI_09650 N-deacetylase, involved in polysaccharide intercellular adhesin(PIA) synthesis	other	1722	8.434230289459226
1376	FEOBHI_10150 Membrane protein insertase YidC	other	1629	4.987075843811036
1377	FEOBHI_03520 putative cell wall amidase LytH	other	1797	7.563199768066403
1378	FEOBHI_05690 ribosome small subunit-dependent GTPase A	core	1770	3.453040444850921
1379	FEOBHI_06715 undecaprenyl-diphosphate phosphatase	other	1593	3.8100166225433347
1380	FEOBHI_04555 DUF1672 domain-containing protein	other	1686	6.870658326149011
1381	FEOBHI_06125 iron-regulated surface determinant protein E	resistance	1701	5.19758939743042
1382	FEOBHI_06435 EMYY motif lipoprotein	other	1848	6.59311665534973
1383	FEOBHI_07415 GTP cyclohydrolase FolE2	other	1620	3.5640320038795448
1384	FEOBHI_07490 protein deglycase HchA	other	1815	6.3011477279663035
1385	FEOBHI_11515 DUF1963 domain-containing protein	other	1644	6.425782804489134
1386	FEOBHI_00225 Small-conductance mechanosensitive channel	other	1602	4.147451601028442
1387	FEOBHI_00450 N-acetylneuraminate lyase	other	1671	5.6374448299407955
1388	FEOBHI_00710 ribose transporter RbsU	other	1629	7.307109184265139
1389	FEOBHI_02545 NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	other	1551	6.836063861846924
1390	FEOBHI_04050 Geranylgeranyl pyrophosphate synthase	other	1590	3.627379508018494
1391	FEOBHI_05510 translation elongation factor Ts	other	1698	3.4588827323913565
1392	FEOBHI_05800 aspartate carbamoyltransferase catalytic subunit	other	1644	4.308161792755127
1393	FEOBHI_11545 Hsp33 family molecular chaperone HslO	other	1674	4.927009806632995
1394	FEOBHI_02525 DNA-binding transcriptional regulator, LysR family	other	1632	5.798903322219852
1395	FEOBHI_05580 ribosome biogenesis GTPase YlqF	core	1533	3.5216376972198487
1396	FEOBHI_11045 DNA-binding transcriptional regulator, LysR family	other	1569	5.447275447845458
1397	FEOBHI_02900 N-acetyltransferase domain-containing protein	other	1704	5.522104511260987
1398	FEOBHI_04170 site-specific tyrosine recombinase XerD	other	1548	3.4742243695259094
1399	FEOBHI_07155 ABC-type Fe3+-hydroxamate transport system, periplasmic component	other	1740	5.519667525291439
1400	FEOBHI_07650 pyridoxal 5'-phosphate synthase subunit PdxS	other	1701	4.926214694976807
1401	FEOBHI_10540 nisin susceptibility-associated two-component system sensor histidine kinase NsaS	other	1764	6.205181355476353
1402	FEOBHI_13030 4-hydroxy-tetrahydrodipicolinate synthase	other	1590	6.687924547195424
1403	FEOBHI_00490 5'-nucleotidase, lipoprotein e(P4) family	other	1614	4.646443371772759
1404	FEOBHI_03880 deoxyribonuclease IV	other	1788	3.427266204357145
1405	FEOBHI_10630 fructose bisphosphate aldolase	other	1647	3.7811359643936155
1406	FEOBHI_09140 DNA replication protein DnaD	other	1665	7.430316677093491
1407	FEOBHI_01070 N-acetylmuramic acid 6-phosphate etherase	core	1554	5.791311111450196
1408	FEOBHI_05535 tyrosine recombinase XerC	other	1656	4.345281839370729
1409	FEOBHI_08905 phenol-soluble modulin export ABC transporter ATP-binding protein PmtA	other	1761	4.30417766571045
1410	FEOBHI_02475 ABC-type uncharacterized transport system, ATPase component	other	1683	5.530964155197145
1411	FEOBHI_03830 GTPase Era	other	1773	4.369616470336914
1412	FEOBHI_05160 ABC-type multidrug transport system, ATPase component	other	1608	10.52471055984498
1413	FEOBHI_11965 L-serine ammonia-lyase, iron-sulfur-dependent, subunit alpha	iron_fes	1776	4.9011160135269165
1414	FEOBHI_00645 Surface antigen	other	1662	5.4204739856719915
1415	FEOBHI_12390 Mph(C) family macrolide 2'-phosphotransferase	resistance	1686	7.832623934745794
1416	FEOBHI_08245 Uncharacterized protein SAR0930	other	1629	4.154539985656739
1417	FEOBHI_11290 Maebl	other	1713	6.1887637901306025
1418	FEOBHI_13010 RNA-binding virulence regulatory protein CvfB	other	1626	5.390284299850464
1419	FEOBHI_02750 urea transporter	other	1656	5.509547853469851
1420	FEOBHI_02760 ABC-type Fe3+-hydroxamate transport system, periplasmic component	other	1659	4.6030354213714615
1421	FEOBHI_02890 putative permease, AEC (auxin efflux carrier) family	resistance	1641	6.157942295074463
1422	FEOBHI_05565 succinate--CoA ligase subunit alpha	other	1602	4.232750005722046
1423	FEOBHI_06690 putative oxidoreductase YdhF	other	1764	6.688784041404721
1424	FEOBHI_09780 EamA family transporter RarD	other	1791	6.167693853378293
1425	FEOBHI_10505 arginase	other	1740	6.800365390777581
1426	FEOBHI_13325 NERD domain-containing protein	other	1701	3.85132098197937
1427	FEOBHI_06205 heme o synthase	other	1659	2.5571056652069104
1428	FEOBHI_09275 ABC transporter substrate-binding protein	other	1719	8.353866939544675
1429	FEOBHI_11295 RNase adapter RapZ	other	1809	5.5206816101074265
1430	FEOBHI_00720 ribokinase	other	1788	4.868564934730529
1431	FEOBHI_04565 DUF1672 domain-containing protein	other	1743	5.4562926959991405
1432	FEOBHI_05105 homoserine kinase	other	1590	4.859768023490905
1433	FEOBHI_10990 Cysteine synthase	other	1674	7.784639592170714
1434	FEOBHI_02580 putative Na+-dependent transporter YfeH	other	1638	6.800547103881832
1435	FEOBHI_04550 Lipoprotein	other	1623	7.187195253372193
1436	FEOBHI_04835 phosphate ABC transporter permease PstA	resistance	1806	5.034827017784119
1437	FEOBHI_05290 Lysophospholipase, alpha-beta hydrolase superfamily	other	1596	6.859577584266659
1438	FEOBHI_05440 tRNA pseudouridine(55) synthase TruB	core	1551	6.122788429260254
1439	FEOBHI_05815 Pseudouridine synthase RluA, 23S rRNA- or tRNA-specific	core	1743	4.045238990783687
1440	FEOBHI_06505 Putative lipid kinase SA0681	other	1755	5.446034774780274
1441	FEOBHI_08460 lipoyl synthase	other	1566	4.119562935829161
1442	FEOBHI_00670 ABC transporter permease	resistance	1719	6.098431968688961
1443	FEOBHI_03310 primosomal protein DnaI	other	1713	4.422792339324949
1444	FEOBHI_04135 ribonuclease Z	other	1668	4.692473669052124
1445	FEOBHI_06635 1-phosphofructokinase	other	1668	5.882252030372619
1446	FEOBHI_07300 mevalonate kinase	other	1569	3.8902828407287595
1447	FEOBHI_09155 DNA single-strand annealing proteins	other	1740	8.371445474624629
1448	FEOBHI_12360 ABC transporter domain-containing protein	other	1533	6.918922576904302
1449	FEOBHI_00465 Pseudouridine-5'-phosphate glycosidase	other	1656	4.660168695449829
1450	FEOBHI_01040 Sce7725 family protein	other	1779	7.018729858398438
1451	FEOBHI_06445 UDP-N-acetylmuramate dehydrogenase	core	1776	5.486624836921692
1452	FEOBHI_09945 DUF2232 domain-containing protein	other	1533	4.638576755523687
1453	FEOBHI_12265 ferrochelatase	other	1566	5.748345375061033
1454	FEOBHI_00035 superantigen-like protein SSL4	other	1602	6.876619606018067
1455	FEOBHI_00340 Catechol 2,3-dioxygenase or related enzyme, vicinal oxygen chelate (VOC) family	other	1809	7.063015995025638
1456	FEOBHI_03375 hydroxymethylbilane synthase	other	1698	3.5650858950614914
1457	FEOBHI_04830 phosphate ABC transporter permease subunit PstC	resistance	1788	6.406680335998535
1458	FEOBHI_05645 ACP S-malonyltransferase	other	1689	5.242405052185055
1459	FEOBHI_06185 Glycerophosphoryl diester phosphodiesterase	other	1725	6.661389999389646
1460	FEOBHI_11685 DNA polymerase III, delta prime subunit	core	1644	3.691162829399106
1461	FEOBHI_03345 TPR-REGION domain-containing protein	other	1584	4.012894892692568
1462	FEOBHI_04205 Lipoprotein	other	1659	6.825039157867432
1463	FEOBHI_06975 ABC-type Zn uptake system ZnuABC, Zn-binding component ZnuA	other	1647	4.896713209152221
1464	FEOBHI_08290 Glycerophosphoryl diester phosphodiesterase	other	1854	6.007426095008851
1465	FEOBHI_08840 manganese-dependent inorganic pyrophosphatase	other	1677	2.9530218982696534
1466	FEOBHI_12470 carbamate kinase	other	1584	7.423955078125001
